freq,currency,nace_r2,geo\TIME_PERIOD	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 
A,MIO_NAC,L,DE40	: 	: 	: 	: 	: 	7079.47 	5933.28 	5503.79 	4969.62 	4338.61 	4419.16 	4603.02 	4054.44 	4439.19 	3976.9 	4398.74 	4846.03 	5923.99 	5466.26 	5555.54 	5770.36 	6551.85 	6766.61 	7412.4 	6936.14 	: 
A,MIO_NAC,L,DE5	: 	: 	: 	: 	: 	666.89 	843.02 	817.87 	637.34 	817.87 	701.02 	714.4 	733.18 	754.56 	716.7 	886.17 	685.14 	2021.82 	1189.73 	843.61 	1160.49 	1149.32 	1217.6 	1331.09 	1142.03 	: 
A,MIO_NAC,L,DE50	: 	: 	: 	: 	: 	666.89 	843.02 	817.87 	637.34 	817.87 	701.02 	714.4 	733.18 	754.56 	716.7 	886.17 	685.14 	2021.82 	1189.73 	843.61 	1160.49 	1149.32 	1217.6 	1331.09 	1142.03 	: 
A,MIO_NAC,L,DE6	: 	: 	: 	: 	: 	2552.51 	2445.34 	2304.87 	2480.83 	2263.21 	2016.2 	2909.68 	2864.69 	3323.89 	3209.22 	3201.22 	3291.36 	3353.19 	4757.93 	4126.74 	5295.82 	4941.66 	4898.4 	6346.43 	6427.95 	: 
A,MIO_NAC,L,DE60	: 	: 	: 	: 	: 	2552.51 	2445.34 	2304.87 	2480.83 	2263.21 	2016.2 	2909.68 	2864.69 	3323.89 	3209.22 	3201.22 	3291.36 	3353.19 	4757.93 	4126.74 	5295.82 	4941.66 	4898.4 	6346.43 	6427.95 	: 
A,MIO_NAC,L,DE7	: 	: 	: 	: 	: 	8562.49 	9611.2 	9093.62 	8956.65 	7533.42 	9013.03 	10268.67 	11323.1 	11543.33 	10172.89 	11469.12 	13129.99 	12413.84 	13627.48 	13362.98 	13478.5 	15092.07 	17013.6 	16820.72 	17188.35 	: 
A,MIO_NAC,L,DE71	: 	: 	: 	: 	: 	4918.56 	7835.74 	5460.53 	5612.43 	4755.52 	5976.96 	6970.71 	7724.9 	8272.79 	7232.76 	7769.29 	9170.14 	8370.22 	9828.23 	9334.06 	9219.01 	10278.21 	12445.34 	11749.85 	12010.08 	: 
A,MIO_NAC,L,DE72	: 	: 	: 	: 	: 	1740.29 	787.11 	1819.52 	1916.95 	1526.64 	1704.81 	1754.44 	2103.36 	1857.16 	1616.37 	1854.01 	2253.66 	1966.35 	2105.25 	2205.61 	2008.22 	2353.56 	2555.4 	2666.83 	2861.9 	: 
A,MIO_NAC,L,DE73	: 	: 	: 	: 	: 	1903.65 	988.35 	1813.58 	1427.27 	1251.26 	1331.26 	1543.52 	1494.84 	1413.39 	1323.76 	1845.82 	1706.19 	2077.28 	1693.99 	1823.3 	2251.27 	2460.3 	2012.86 	2404.03 	2316.37 	: 
A,MIO_NAC,L,DE8	: 	: 	: 	: 	: 	3567.23 	3158.98 	2682.54 	2551.77 	2470.16 	2254.22 	2114.93 	2004.89 	2317.6 	2200.16 	2265.33 	2994.4 	3160.52 	2795.94 	2633.49 	2808.41 	3054.12 	3517.47 	3643.49 	4653.58 	: 
A,MIO_NAC,L,DE80	: 	: 	: 	: 	: 	3567.23 	3158.98 	2682.54 	2551.77 	2470.16 	2254.22 	2114.93 	2004.89 	2317.6 	2200.16 	2265.33 	2994.4 	3160.52 	2795.94 	2633.49 	2808.41 	3054.12 	3517.47 	3643.49 	4653.58 	: 
A,MIO_NAC,L,DE9	: 	: 	: 	: 	: 	14645.96 	13570.02 	12816.46 	14079.92 	12605.2 	10639.13 	11912.08 	11658.12 	10164.23 	10707.17 	11337.07 	14444.59 	16186.6 	16489.12 	16880.31 	16909.03 	19246.2 	18256.39 	18973.46 	19606.22 	: 
A,MIO_NAC,L,DE91	: 	: 	: 	: 	: 	3655.27 	3381.91 	3191.91 	3500.75 	3141.27 	2650.79 	2966.66 	2906.45 	2530.93 	1434.88 	1523.54 	2085.02 	1863.63 	2368.65 	2647.19 	2303.08 	3445.26 	3118.52 	2819.36 	3179.81 	: 
A,MIO_NAC,L,DE92	: 	: 	: 	: 	: 	3671.6 	3410.84 	3228.28 	3552.14 	3168.02 	2676.2 	3000.39 	2932.87 	2560.59 	1918.65 	1989.3 	2444.78 	3488.47 	2916 	2893.7 	3292.8 	3195.01 	3327.82 	3822.22 	3992.07 	: 
A,MIO_NAC,L,DE93	: 	: 	: 	: 	: 	3648.16 	3371.25 	3180.44 	3492.51 	3137.42 	2647.74 	2962.02 	2900.05 	2525.35 	2287.61 	2264.87 	2986.81 	3577.48 	3587.8 	3847.56 	3919.54 	4594.4 	4247.54 	4730.17 	4421.7 	: 
A,MIO_NAC,L,DE94	: 	: 	: 	: 	: 	3670.93 	3406.03 	3215.83 	3534.53 	3158.49 	2664.41 	2983.02 	2918.75 	2547.37 	5066.04 	5559.37 	6927.98 	7257.02 	7616.68 	7491.87 	7393.6 	8011.53 	7562.51 	7601.71 	8012.64 	: 
A,MIO_NAC,L,DEA	: 	: 	: 	: 	: 	28021.02 	27168.18 	23720.8 	24379.75 	24177.29 	23760.4 	24298.92 	28421.15 	25988.93 	24226.18 	26841.72 	28681.52 	29106.21 	29905.11 	31937.49 	27809.02 	31002.68 	32553.33 	33701.11 	33482.71 	: 
A,MIO_NAC,L,DEA1	: 	: 	: 	: 	: 	6683.91 	6236.08 	5572.77 	6159.53 	5693.52 	5418.05 	5893.25 	7040.2 	6780.9 	5996.28 	6758.74 	6540.51 	7361.01 	7044.44 	8003.07 	6937.62 	7518.79 	8500.9 	8487.57 	8378.74 	: 
A,MIO_NAC,L,DEA2	: 	: 	: 	: 	: 	6930.35 	6690.67 	6195.72 	6291.26 	6524.98 	6288.37 	6602.93 	7657.54 	7674.97 	7147.19 	7329.74 	8709.82 	8105.67 	8574.44 	9126.41 	7947.29 	9176.71 	8853.7 	9263.49 	9509.45 	: 
A,MIO_NAC,L,DEA3	: 	: 	: 	: 	: 	5064.48 	5104.49 	3995.39 	4315.49 	4249 	4048.52 	4395.81 	4950.2 	4329.18 	4019.11 	4816.43 	5120.57 	5887.96 	5925.94 	5729.32 	5374.97 	5572.04 	6179.96 	6298.57 	6061.77 	: 
A,MIO_NAC,L,DEA4	: 	: 	: 	: 	: 	3739.99 	3662.88 	3331.62 	3163.67 	3517.65 	3871.29 	3178.9 	3786.17 	3175.52 	3088.7 	3502.47 	3867.12 	3724.94 	3646.27 	4605.92 	3717.83 	4277.99 	4417.49 	4710.55 	4314.54 	: 
A,MIO_NAC,L,DEA5	: 	: 	: 	: 	: 	5602.3 	5474.05 	4625.3 	4449.79 	4192.14 	4134.17 	4228.04 	4987.04 	4028.37 	3974.9 	4434.34 	4443.51 	4026.62 	4714.02 	4472.76 	3831.32 	4457.16 	4601.27 	4940.93 	5218.2 	: 
A,MIO_NAC,L,DEB	: 	: 	: 	: 	: 	8480.59 	7929.07 	8367.06 	8213.31 	8123.79 	7768.55 	8437.1 	9193.98 	8979.17 	8804.21 	7974.49 	9691.61 	9452.6 	10299.64 	10749.18 	9677.42 	10409.85 	10550.58 	12800.36 	11487.83 	: 
A,MIO_NAC,L,DEB1	: 	: 	: 	: 	: 	3208.83 	3000.64 	3289.08 	3245.65 	3197.53 	2760.02 	3307 	3404.35 	2879.11 	3101.31 	2297.64 	2777.74 	3153.21 	2860.53 	3403.23 	2830.36 	3080.91 	3625.36 	4127.37 	3861.65 	: 
A,MIO_NAC,L,DEB2	: 	: 	: 	: 	: 	1161.39 	854.85 	1190.73 	1028.62 	1113.45 	1132.3 	1314.14 	1815.49 	1401.69 	1395.94 	1757.41 	1891.27 	1825.57 	1610.27 	1783.29 	1594.76 	1556.4 	1706.16 	2370.7 	1928.86 	: 
A,MIO_NAC,L,DEB3	: 	: 	: 	: 	: 	4110.38 	4073.58 	3887.25 	3939.03 	3812.81 	3876.23 	3815.97 	3974.14 	4698.37 	4306.95 	3919.44 	5022.6 	4473.83 	5828.84 	5562.65 	5252.31 	5772.54 	5219.05 	6302.3 	5697.32 	: 
A,MIO_NAC,L,DEC	: 	: 	: 	: 	: 	1889.51 	1433.33 	1367.76 	1463.45 	1322.45 	1322.18 	1309.45 	1501.63 	1434.43 	1330.4 	1345.33 	1617.16 	1499.92 	1645.62 	1603.91 	1615.74 	1818.85 	1745.12 	1700.95 	1855.34 	: 
A,MIO_NAC,L,DEC0	: 	: 	: 	: 	: 	1889.51 	1433.33 	1367.76 	1463.45 	1322.45 	1322.18 	1309.45 	1501.63 	1434.43 	1330.4 	1345.33 	1617.16 	1499.92 	1645.62 	1603.91 	1615.74 	1818.85 	1745.12 	1700.95 	1855.34 	: 
A,MIO_NAC,L,DED	: 	: 	: 	: 	: 	8671.32 	5876.57 	4968.05 	4660.96 	4889.26 	4058.21 	4184.07 	4628.24 	5040.73 	4565.43 	4777.2 	5304.39 	5661.93 	5879.07 	6367.51 	5932.61 	7593.7 	6902.47 	7494.72 	8203.59 	: 
A,MIO_NAC,L,DED2	: 	: 	: 	: 	: 	3156.31 	2321.14 	1864.83 	1776.4 	1878.77 	1621.22 	1683.98 	2019.01 	2176.31 	1910.47 	2142.85 	2304.78 	2568.86 	2287.41 	2583 	2750.77 	3347.96 	2942.48 	3124.9 	3222.01 	: 
A,MIO_NAC,L,DED4	: 	: 	: 	: 	: 	2861.29 	2114.46 	1971.02 	1764.84 	1729.66 	1405.47 	1407.3 	1489.8 	1650.41 	1274.6 	1437.18 	1632.72 	1767.97 	1690.7 	2013.19 	1695.8 	2135.69 	1950.87 	2160.31 	2291.87 	: 
A,MIO_NAC,L,DED5	: 	: 	: 	: 	: 	2653.72 	1440.97 	1132.2 	1119.72 	1280.84 	1031.51 	1092.79 	1119.43 	1214.01 	1380.36 	1197.17 	1366.9 	1325.1 	1900.96 	1771.32 	1486.03 	2110.05 	2009.13 	2209.51 	2689.71 	: 
A,MIO_NAC,L,DEE	: 	: 	: 	: 	: 	4730.65 	3093.2 	2942.07 	2777.27 	2716.94 	2313.21 	2132.48 	2250.68 	2074.29 	2258.55 	2199.32 	2103.4 	2221.76 	2294.24 	2170.42 	2289.48 	2506.19 	2838.17 	2785.29 	2994.31 	: 
A,MIO_NAC,L,DEE0	: 	: 	: 	: 	: 	4730.65 	3093.2 	2942.07 	2777.27 	2716.94 	2313.21 	2132.48 	2250.68 	2074.29 	2258.55 	2199.32 	2103.4 	2221.76 	2294.24 	2170.42 	2289.48 	2506.19 	2838.17 	2785.29 	2994.31 	: 
A,MIO_NAC,L,DEF	: 	: 	: 	: 	: 	5404.02 	4157.58 	4122.87 	4206.11 	4312.72 	3705.8 	4594.32 	4507.1 	4598.48 	4994.64 	5152.79 	6279.16 	6494.92 	5900.64 	6818.19 	6550.37 	8465.33 	7693.58 	7885.97 	8614.38 	: 
A,MIO_NAC,L,DEF0	: 	: 	: 	: 	: 	5404.02 	4157.58 	4122.87 	4206.11 	4312.72 	3705.8 	4594.32 	4507.1 	4598.48 	4994.64 	5152.79 	6279.16 	6494.92 	5900.64 	6818.19 	6550.37 	8465.33 	7693.58 	7885.97 	8614.38 	: 
A,MIO_NAC,L,DEG	: 	: 	: 	: 	: 	3964.36 	3701.03 	3049.76 	3199 	2406.58 	2449.92 	2367.12 	2719.86 	2784.34 	2406.1 	2399.75 	2893.16 	3025.05 	2911.63 	3012.96 	2999.91 	3320.23 	3158.41 	3402.24 	3783.64 	: 
A,MIO_NAC,L,DEG0	: 	: 	: 	: 	: 	3964.36 	3701.03 	3049.76 	3199 	2406.58 	2449.92 	2367.12 	2719.86 	2784.34 	2406.1 	2399.75 	2893.16 	3025.05 	2911.63 	3012.96 	2999.91 	3320.23 	3158.41 	3402.24 	3783.64 	: 
A,MIO_NAC,L,DK	: 	: 	: 	: 	: 	78957 	76067 	77122 	87444 	88056 	107540 	130054 	134040 	120759 	86966 	77628 	88842 	80453 	76480 	84689 	90736 	100569 	115447 	125772 	135306 	: 
A,MIO_NAC,L,DK0	: 	: 	: 	: 	: 	78957 	76067 	77122 	87444 	88056 	107540 	130054 	134040 	120759 	86966 	77628 	88842 	80453 	76480 	84689 	90736 	100569 	115447 	125772 	135306 	: 
A,MIO_NAC,L,DK01	: 	: 	: 	: 	: 	17935 	15789 	17366 	15326 	16058 	25251 	38830 	40702 	32575 	18634 	20069 	22481 	19630 	19144 	27733 	26845 	34475 	40542 	45134 	44112 	: 
A,MIO_NAC,L,DK02	: 	: 	: 	: 	: 	12284 	11882 	12199 	14544 	18011 	19397 	21962 	17820 	18509 	11155 	9634 	9867 	8662 	8119 	6614 	12238 	10767 	11134 	12079 	14612 	: 
A,MIO_NAC,L,DK03	: 	: 	: 	: 	: 	17251 	18688 	17938 	21646 	19148 	22641 	26716 	25682 	24669 	21425 	19281 	19757 	15961 	15870 	15473 	15574 	16691 	18416 	21402 	26267 	: 
A,MIO_NAC,L,DK04	: 	: 	: 	: 	: 	22038 	21684 	19697 	24311 	24580 	28214 	30141 	34593 	31391 	25704 	21641 	27023 	26500 	21664 	23529 	25821 	26695 	33222 	31974 	35442 	: 
A,MIO_NAC,L,DK05	: 	: 	: 	: 	: 	9450 	8023 	9921 	11617 	10259 	12038 	12404 	15244 	13615 	10049 	7004 	9714 	9700 	11683 	11339 	10258 	11941 	12134 	15183 	14874 	: 
A,MIO_NAC,L,DKZ	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,MIO_NAC,L,DKZZ	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,MIO_NAC,L,EE	79.1 	124.8 	188.3 	188.7 	227.3 	238.2 	252.9 	268.4 	419.5 	593.3 	885.5 	1200.9 	1540.2 	1017.7 	553.4 	525.1 	713.2 	620.6 	865.3 	1168.8 	1255.7 	1498.1 	1825.7 	1763.4 	2099.3 	1705.6 
A,MIO_NAC,L,EE0	79.1 	124.8 	188.3 	188.7 	227.3 	238.2 	252.9 	268.4 	419.5 	593.3 	885.5 	1200.9 	1540.2 	1017.7 	553.4 	525.1 	713.2 	620.6 	865.3 	1168.8 	1255.7 	1498.1 	1825.7 	1763.4 	2099.3 	1705.6 
A,MIO_NAC,L,EE00	79.1 	124.8 	188.3 	188.7 	227.3 	238.2 	252.9 	268.4 	419.5 	593.3 	885.5 	1200.9 	1540.2 	1017.7 	553.4 	525.1 	713.2 	620.6 	865.3 	1168.8 	1255.7 	1498.1 	1825.7 	1763.4 	2099.3 	1705.6 
A,MIO_NAC,L,EL	: 	: 	: 	: 	: 	13017.03 	12937.35 	13993.15 	17040.57 	20257.89 	18713.71 	23673.09 	26758.24 	20941.31 	16794.75 	12628.41 	11472.08 	7104.03 	4494.5 	2272.82 	1542.01 	1473.63 	1339.77 	1604.29 	1815.41 	: 
A,MIO_NAC,L,EL3	: 	: 	: 	: 	: 	4031.59 	4263.44 	4372.04 	4958.23 	5349.9 	5285.66 	6608.76 	6796.77 	4903.91 	4467.32 	2792.05 	2897.78 	1421.14 	861.24 	447.76 	200.77 	231.22 	222.38 	365.46 	491.96 	: 
A,MIO_NAC,L,EL30	: 	: 	: 	: 	: 	4031.59 	4263.44 	4372.04 	4958.23 	5349.9 	5285.66 	6608.76 	6796.77 	4903.91 	4467.32 	2792.05 	2897.78 	1421.14 	861.24 	447.76 	200.77 	231.22 	222.38 	365.46 	491.96 	: 
A,MIO_NAC,L,EL4	: 	: 	: 	: 	: 	1307.11 	1198.78 	1575.35 	2052.91 	2432.02 	2148.37 	2795.75 	3533.13 	2929.41 	2133.74 	1839.64 	1468.01 	1066.67 	666.83 	364.11 	224.75 	236.66 	206.78 	277.24 	361.88 	: 
A,MIO_NAC,L,EL41	: 	: 	: 	: 	: 	182.67 	146.28 	195.78 	294.81 	312.41 	289.57 	320.99 	427.51 	338.42 	217.39 	164.57 	244.2 	152.92 	69.2 	43.47 	38.58 	16 	16.49 	16.97 	24.11 	: 
A,MIO_NAC,L,EL42	: 	: 	: 	: 	: 	379.73 	395.91 	590.39 	683.32 	644.5 	577.17 	817.23 	1030.18 	938.94 	617.41 	612.61 	554.74 	488.9 	253.34 	178.29 	80.93 	89.73 	88.88 	136.19 	153.86 	: 
A,MIO_NAC,L,EL43	: 	: 	: 	: 	: 	744.7 	656.6 	789.18 	1074.79 	1475.11 	1281.63 	1657.54 	2075.45 	1652.05 	1298.93 	1062.46 	669.07 	424.84 	344.29 	142.34 	105.25 	130.93 	101.41 	124.08 	183.91 	: 
A,MIO_NAC,L,EL5	: 	: 	: 	: 	: 	4134.95 	3912.8 	4229.42 	5200.73 	6740.49 	5855.59 	7082.67 	8456.86 	6360.48 	4994.24 	3884.37 	3127.74 	2359.77 	1506.75 	743.54 	490.49 	506.8 	457.49 	470.36 	522.98 	: 
A,MIO_NAC,L,EL51	: 	: 	: 	: 	: 	697.92 	757.61 	748.29 	844.63 	1108.19 	973.43 	1208.16 	1423.15 	964.67 	783.34 	640.19 	577.83 	300.54 	363.41 	100.92 	58.03 	66.83 	54.71 	45.81 	79.83 	: 
A,MIO_NAC,L,EL52	: 	: 	: 	: 	: 	2742.27 	2525.99 	2716.69 	3501.28 	4422.06 	3702.96 	4708.65 	5555.05 	4082.6 	2989.62 	2378.93 	1904.01 	1679.84 	880.09 	481.26 	327.12 	355.99 	308.78 	322.13 	323.5 	: 
A,MIO_NAC,L,EL53	: 	: 	: 	: 	: 	339.09 	317.03 	305.17 	343.69 	473.1 	471.99 	442.73 	623.12 	577.5 	362.99 	296.34 	252.97 	168.12 	178.39 	89.27 	59.03 	36.59 	41.63 	29.52 	35.95 	: 
A,MIO_NAC,L,EL54	: 	: 	: 	: 	: 	355.67 	312.17 	459.26 	511.13 	737.14 	707.22 	723.13 	855.54 	735.72 	858.3 	568.91 	392.93 	211.28 	84.86 	72.08 	46.32 	47.38 	52.37 	72.9 	83.69 	: 
A,MIO_NAC,L,EL6	: 	: 	: 	: 	: 	3543.38 	3562.33 	3816.35 	4828.69 	5735.48 	5424.08 	7185.91 	7971.47 	6747.51 	5199.46 	4112.36 	3978.55 	2256.45 	1459.68 	717.42 	625.99 	498.95 	453.12 	491.23 	438.59 	: 
A,MIO_NAC,L,EL61	: 	: 	: 	: 	: 	1047.33 	818.39 	881.88 	1215.87 	1405.75 	1293.57 	1524.01 	1934.94 	1498.17 	1035.27 	840.69 	757.17 	367.15 	230.5 	155.16 	183.59 	124.17 	99.38 	123.76 	133.88 	: 
A,MIO_NAC,L,EL62	: 	: 	: 	: 	: 	280.85 	310.92 	380.57 	405.91 	547.6 	412.86 	623.15 	664.78 	473.07 	373.84 	340.54 	342.32 	227.7 	88.57 	59.11 	38.44 	66.7 	74.41 	106.77 	69.83 	: 
A,MIO_NAC,L,EL63	: 	: 	: 	: 	: 	568.4 	585.25 	749.27 	806.88 	1068.01 	1136.36 	1238.45 	1536.32 	1411.46 	1141.18 	847.78 	737.52 	495.64 	267.29 	154.86 	112.38 	85.93 	77.64 	61.77 	77.13 	: 
A,MIO_NAC,L,EL64	: 	: 	: 	: 	: 	1045.56 	1259.93 	1078.53 	1472.84 	1558.32 	1396.11 	2106.48 	2156.4 	1706.86 	1458.36 	1020.63 	1112.95 	579.1 	438.44 	194.38 	163.14 	100.82 	89.57 	104.94 	83.8 	: 
A,MIO_NAC,L,EL65	: 	: 	: 	: 	: 	601.25 	587.85 	726.1 	927.19 	1155.81 	1185.18 	1693.82 	1679.03 	1657.94 	1190.8 	1062.74 	1028.59 	586.85 	434.88 	153.92 	128.45 	121.34 	112.12 	93.98 	73.95 	: 
A,MIO_NAC,L,ES	: 	: 	: 	: 	: 	49378 	55419 	63041 	72525 	83133 	96190 	107049 	113553 	100360 	75348 	67147 	54450 	48758 	39645 	44940 	35210 	39738 	50165 	56537 	58803 	: 
A,MIO_NAC,L,ES1	: 	: 	: 	: 	: 	4067 	4686.8 	5435 	6163.4 	6998.8 	7760.5 	8470.4 	9059.5 	8481.6 	7416.5 	7557.1 	5526.1 	4061.3 	3232.6 	3057.8 	2353.3 	2620.6 	2720.6 	3079.8 	2948.4 	: 
A,MIO_NAC,L,ES11	: 	: 	: 	: 	: 	2246.8 	2638.4 	3062.4 	3488.8 	4071.1 	4654.3 	5163.6 	5551.7 	4267.9 	4319.8 	4553.8 	2729.2 	1816.6 	1474.1 	1581.5 	881.5 	1107.9 	1389 	1307 	1306.7 	: 
A,MIO_NAC,L,ES12	: 	: 	: 	: 	: 	1158.6 	1278 	1472 	1660.2 	1812 	1984.4 	2096.6 	2169.6 	2063.6 	1613.2 	1816.9 	1816.4 	1827.1 	1259.9 	1066.8 	932.7 	1186.5 	988.3 	1184.6 	1008 	: 
A,MIO_NAC,L,ES13	: 	: 	: 	: 	: 	661.6 	770.4 	900.6 	1014.4 	1115.7 	1121.8 	1210.2 	1338.2 	2150.1 	1483.5 	1186.4 	980.5 	417.6 	498.6 	409.5 	539.1 	326.2 	343.3 	588.2 	633.7 	: 
A,MIO_NAC,L,ES2	: 	: 	: 	: 	: 	4539.8 	5062.4 	5733.5 	6665.8 	7516.6 	8507.7 	9060.2 	9333.8 	8112.1 	7198.6 	7220.1 	6425.9 	7067.2 	5517.8 	7560.1 	4895.3 	3984 	5758.6 	5845.4 	5020 	: 
A,MIO_NAC,L,ES21	: 	: 	: 	: 	: 	2329.8 	2587.4 	2905.7 	3301.4 	3703.5 	4004.8 	4114.4 	3939.8 	3482.6 	2954.3 	3276 	3632.5 	3918.9 	3535.2 	4879.2 	3315.5 	1801.7 	3487.5 	3305.1 	2800.1 	: 
A,MIO_NAC,L,ES22	: 	: 	: 	: 	: 	712.6 	816.5 	953.3 	1083.2 	1207.7 	1437.2 	1613.2 	1665.2 	1048.8 	921.7 	895 	399.8 	551.9 	594.2 	925.9 	570.9 	704.4 	758.9 	853.6 	870.1 	: 
A,MIO_NAC,L,ES23	: 	: 	: 	: 	: 	321.7 	365.5 	415.5 	507.3 	586.9 	712.8 	865.5 	988.5 	972.2 	768.7 	772.8 	657.7 	599.3 	346.3 	250.6 	203.3 	178.8 	249.7 	405.9 	262.2 	: 
A,MIO_NAC,L,ES24	: 	: 	: 	: 	: 	1175.7 	1293 	1459 	1773.9 	2018.5 	2352.9 	2467.1 	2740.3 	2608.5 	2553.9 	2276.3 	1735.9 	1997.1 	1042.1 	1504.4 	805.6 	1299.1 	1262.5 	1280.8 	1087.6 	: 
A,MIO_NAC,L,ES3	: 	: 	: 	: 	: 	8831.6 	9381.7 	10186.2 	11636.7 	13577.8 	14881 	15138.4 	14897.6 	11093 	9461.5 	8248.7 	7183.6 	8863.1 	8302.3 	7990.5 	8927.2 	11728.2 	13207.4 	16147.3 	17547.3 	: 
A,MIO_NAC,L,ES30	: 	: 	: 	: 	: 	8831.6 	9381.7 	10186.2 	11636.7 	13577.8 	14881 	15138.4 	14897.6 	11093 	9461.5 	8248.7 	7183.6 	8863.1 	8302.3 	7990.5 	8927.2 	11728.2 	13207.4 	16147.3 	17547.3 	: 
A,MIO_NAC,L,ES4	: 	: 	: 	: 	: 	5257.1 	5787.8 	6808.2 	8095.3 	9405.6 	11352.1 	14542.2 	16565.9 	12771.6 	10860.1 	9934.1 	7082.4 	6445.4 	4265 	4849.2 	3439.4 	4452 	4483.3 	4884.1 	4187.5 	: 
A,MIO_NAC,L,ES41	: 	: 	: 	: 	: 	2689.6 	2949 	3409.1 	4018.9 	4503.5 	5345.9 	6334.2 	6777.8 	4831.1 	4491.5 	4404.5 	2878.4 	2968 	2231.9 	2572.8 	1687.5 	2157.2 	2156 	2203.6 	1870.3 	: 
A,MIO_NAC,L,ES42	: 	: 	: 	: 	: 	1632.5 	1808.8 	2216.5 	2669.1 	3283.9 	4331.5 	6398.9 	7894.3 	6950.2 	5278.5 	4409.3 	3354.1 	2780.8 	1641.7 	1869.3 	1364.3 	1642.1 	1522.3 	1736.1 	1525.4 	: 
A,MIO_NAC,L,ES43	: 	: 	: 	: 	: 	935 	1030 	1182.6 	1407.3 	1618.2 	1674.7 	1809.1 	1893.8 	990.3 	1090.1 	1120.3 	849.9 	696.6 	391.4 	407.1 	387.6 	652.7 	805 	944.4 	791.8 	: 
A,MIO_NAC,L,ES5	: 	: 	: 	: 	: 	15998.5 	17788.6 	19871.3 	22632.8 	25593.9 	29583.5 	32229.2 	34074.1 	32112.4 	20924.5 	17474.4 	14887.4 	11875.5 	9693.9 	12313.2 	9118.3 	9916.6 	14386.9 	15878.8 	18140.7 	: 
A,MIO_NAC,L,ES51	: 	: 	: 	: 	: 	9482.6 	10127.6 	10993.5 	12276 	13772.6 	15417.2 	16176.9 	17223.8 	12472.6 	8739.4 	6835.5 	7635 	5742.4 	4645.5 	6543.8 	4270.8 	4263 	7591.6 	7692 	10781.7 	: 
A,MIO_NAC,L,ES52	: 	: 	: 	: 	: 	4857.5 	5874.3 	6926.8 	8160.8 	9359.1 	11456.4 	12947.3 	13544.1 	16597.6 	9766.8 	8423.5 	5499.1 	4536.2 	3330.9 	3774.3 	3248.8 	4073.8 	4358.4 	4399.2 	3867 	: 
A,MIO_NAC,L,ES53	: 	: 	: 	: 	: 	1658.4 	1786.7 	1951 	2196 	2462.2 	2709.9 	3105 	3306.2 	3042.2 	2418.3 	2215.4 	1753.3 	1596.9 	1717.5 	1995.1 	1598.7 	1579.8 	2436.9 	3787.6 	3492 	: 
A,MIO_NAC,L,ES6	: 	: 	: 	: 	: 	8374.7 	9940.1 	11756.2 	13809.3 	16300.6 	19855.5 	22765.8 	24653 	24095.4 	17103.8 	14872.4 	11599.8 	9408.5 	7789.4 	8644.4 	5893.1 	6238 	8189 	9038.1 	9136.4 	: 
A,MIO_NAC,L,ES61	: 	: 	: 	: 	: 	7092.1 	8510.8 	10124.9 	11744.5 	13625.1 	16325.4 	18452.9 	19854 	18901.8 	14019.9 	12394.1 	9736.3 	8025.7 	6944 	7839.5 	5228.3 	5327.6 	7558.6 	8195.6 	8410.1 	: 
A,MIO_NAC,L,ES62	: 	: 	: 	: 	: 	1186.3 	1322.4 	1506 	1912.4 	2500.8 	3337.8 	4108.3 	4580.3 	4927.2 	2870.4 	2269 	1688.3 	1224.4 	692.1 	620.4 	547.8 	787.9 	466.5 	651.5 	532.3 	: 
A,MIO_NAC,L,ES63	: 	: 	: 	: 	: 	43.8 	49.7 	58.3 	69.5 	80 	85.4 	86.7 	92.6 	134.4 	107.7 	105.6 	85.9 	77.7 	81.1 	110.4 	54.3 	59.6 	83.5 	111.1 	116.7 	: 
A,MIO_NAC,L,ES64	: 	: 	: 	: 	: 	52.5 	57.2 	67 	82.9 	94.7 	106.9 	117.9 	126.1 	132 	105.8 	103.7 	89.3 	80.7 	72.2 	74.1 	62.7 	62.9 	80.4 	79.9 	77.3 	: 
A,MIO_NAC,L,ES7	: 	: 	: 	: 	: 	2308.9 	2771.1 	3250.2 	3521.5 	3739.5 	4249.8 	4842.7 	4968.9 	3694.3 	2383.3 	1840.1 	1744.6 	1037 	844.3 	525.1 	583.2 	798.9 	1418.6 	1663 	1823.3 	: 
A,MIO_NAC,L,ES70	: 	: 	: 	: 	: 	2308.9 	2771.1 	3250.2 	3521.5 	3739.5 	4249.8 	4842.7 	4968.9 	3694.3 	2383.3 	1840.1 	1744.6 	1037 	844.3 	525.1 	583.2 	798.9 	1418.6 	1663 	1823.3 	: 
A,MIO_NAC,L,ESZ	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
