freq,currency,nace_r2,geo\TIME_PERIOD	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 
A,MIO_NAC,L,ESZZ	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,MIO_NAC,L,FI	: 	: 	: 	: 	: 	10912 	11243 	10576 	11064 	12634 	14475 	15503 	18079 	18381 	14606 	15932 	17703 	18467 	17602 	16283 	17251 	19003 	20627 	22945 	23633 	: 
A,MIO_NAC,L,FI1	: 	: 	: 	: 	: 	10865.35 	11195.55 	10540.25 	11029.11 	12572.58 	14390.94 	15455.02 	18019.17 	18290.17 	14531.84 	15864.59 	17564.54 	18370.53 	17517.47 	16180.04 	17112.99 	18838.41 	20486.76 	22792.97 	23464.99 	: 
A,MIO_NAC,L,FI19	: 	: 	: 	: 	: 	2606.83 	2600.04 	2161.79 	2329.13 	2697.82 	3236.77 	3198.08 	3726.77 	3770.33 	3064.94 	3357.73 	4452.33 	4492.67 	3745.03 	3946.58 	3944.53 	4469.12 	4493.09 	5058.31 	4883.18 	: 
A,MIO_NAC,L,FI1B	: 	: 	: 	: 	: 	3955.62 	4135.74 	4394.25 	4476.39 	4969.92 	5486.78 	6269.76 	7346.31 	7433.7 	5926.48 	6672.07 	5975.57 	6920.71 	7689.06 	6336.45 	7213.18 	7897.02 	9025.65 	10110.85 	11547.66 	: 
A,MIO_NAC,L,FI1C	: 	: 	: 	: 	: 	2097.11 	2120.31 	1783.54 	1964.91 	2286.24 	2772.41 	2819.51 	3303.02 	3132.89 	2473.57 	2748.08 	3232.46 	3198.73 	2599.31 	2329.57 	2505.57 	2865.76 	2914.94 	3370.56 	3161.72 	: 
A,MIO_NAC,L,FI1D	: 	: 	: 	: 	: 	2205.79 	2339.47 	2200.67 	2258.68 	2618.6 	2894.98 	3167.67 	3643.07 	3953.24 	3066.85 	3086.72 	3904.19 	3758.41 	3484.07 	3567.44 	3449.71 	3606.51 	4053.08 	4253.24 	3872.43 	: 
A,MIO_NAC,L,FI2	: 	: 	: 	: 	: 	46.65 	47.45 	35.75 	34.89 	61.42 	84.06 	47.98 	59.83 	90.83 	74.16 	67.41 	138.46 	96.48 	84.53 	102.96 	138.01 	164.59 	140.24 	152.03 	168.01 	: 
A,MIO_NAC,L,FI20	: 	: 	: 	: 	: 	46.65 	47.45 	35.75 	34.89 	61.42 	84.06 	47.98 	59.83 	90.83 	74.16 	67.41 	138.46 	96.48 	84.53 	102.96 	138.01 	164.59 	140.24 	152.03 	168.01 	: 
A,MIO_NAC,L,FR	: 	: 	: 	: 	: 	96261.45 	100178.73 	104781.33 	111097.54 	120754.58 	130835.9 	146029.87 	159365.43 	166373.36 	149612.66 	154111.65 	160112.19 	157642.96 	156100.13 	155013.75 	153493.57 	158478.11 	169724.36 	176421.35 	185614.54 	: 
A,MIO_NAC,L,FR1	: 	: 	: 	: 	: 	27799.72 	29001.55 	30391.54 	32015.26 	34301.28 	37115.4 	40888.32 	44819.69 	46585.6 	40442.07 	44782.01 	47257.08 	48239.81 	47183.41 	46324.96 	46039.97 	47446.09 	51119.04 	53274.41 	56011.41 	: 
A,MIO_NAC,L,FR10	: 	: 	: 	: 	: 	27799.72 	29001.55 	30391.54 	32015.26 	34301.28 	37115.4 	40888.32 	44819.69 	46585.6 	40442.07 	44782.01 	47257.08 	48239.81 	47183.41 	46324.96 	46039.97 	47446.09 	51119.04 	53274.41 	56011.41 	: 
A,MIO_NAC,L,FRB	: 	: 	: 	: 	: 	3175.25 	3295.65 	3428.05 	3608.79 	3961.13 	4272.89 	4766.47 	5197.93 	5678.69 	5150.15 	5172.42 	5277.01 	5146.97 	5120 	5064.04 	4986.89 	5092 	5388.14 	5561.07 	5800.7 	: 
A,MIO_NAC,L,FRB0	: 	: 	: 	: 	: 	3175.25 	3295.65 	3428.05 	3608.79 	3961.13 	4272.89 	4766.47 	5197.93 	5678.69 	5150.15 	5172.42 	5277.01 	5146.97 	5120 	5064.04 	4986.89 	5092 	5388.14 	5561.07 	5800.7 	: 
A,MIO_NAC,L,FRC	: 	: 	: 	: 	: 	3626.64 	3760.45 	3921.4 	4142.4 	4527.58 	4874.05 	5490.39 	5950.57 	6445.46 	5834.58 	5625.34 	5776.85 	5600.32 	5620.31 	5573.24 	5470.61 	5695.17 	6010.38 	6291.09 	6467.92 	: 
A,MIO_NAC,L,FRC1	: 	: 	: 	: 	: 	2173.98 	2251.91 	2339.24 	2495.64 	2689.44 	2884.88 	3272.74 	3517.4 	3819.58 	3442.92 	3293.88 	3385.98 	3254.87 	3271.3 	3224.13 	3165.31 	3303.59 	3476.87 	3621.52 	3722.82 	: 
A,MIO_NAC,L,FRC2	: 	: 	: 	: 	: 	1452.66 	1508.54 	1582.16 	1646.76 	1838.14 	1989.18 	2217.65 	2433.17 	2625.87 	2391.66 	2331.46 	2390.87 	2345.46 	2349 	2349.11 	2305.3 	2391.57 	2533.51 	2669.57 	2745.1 	: 
A,MIO_NAC,L,FRD	: 	: 	: 	: 	: 	4384.41 	4536.25 	4719.33 	5035.41 	5534.38 	5995.48 	6696.66 	7299.68 	7526.47 	6967.13 	7159.85 	7171.65 	6752.29 	6745.52 	6553.83 	6427.54 	6641.57 	6475.32 	6686.95 	6950.54 	: 
A,MIO_NAC,L,FRD1	: 	: 	: 	: 	: 	2154.06 	2233.39 	2331.89 	2517.18 	2704.45 	2929.96 	3283.07 	3570.61 	3878.47 	3643.48 	3541.78 	3668.55 	3283.77 	3285.71 	3133.89 	3070.99 	3181.97 	2791.21 	2899.9 	2976.36 	: 
A,MIO_NAC,L,FRD2	: 	: 	: 	: 	: 	2230.35 	2302.87 	2387.44 	2518.24 	2829.93 	3065.51 	3413.59 	3729.07 	3648 	3323.65 	3618.07 	3503.09 	3468.52 	3459.82 	3419.94 	3356.56 	3459.6 	3684.11 	3787.05 	3974.19 	: 
A,MIO_NAC,L,FRE	: 	: 	: 	: 	: 	6046.22 	6296.52 	6554.53 	6971.29 	7740.77 	8318.84 	9265.03 	10137.28 	10992.88 	10046.54 	10895.27 	11092.64 	10799.7 	10862.13 	10707.43 	10540.1 	10804.56 	11624.73 	12007.12 	12742.99 	: 
A,MIO_NAC,L,FRE1	: 	: 	: 	: 	: 	3874.49 	4047.27 	4203.64 	4461.47 	5016.89 	5383.17 	6013.46 	6588.67 	7165.51 	6540 	7384.55 	7549.49 	7298.04 	7387 	7222.78 	7143.28 	7325.99 	7886.07 	8218.11 	8715.22 	: 
A,MIO_NAC,L,FRE2	: 	: 	: 	: 	: 	2171.73 	2249.26 	2350.89 	2509.82 	2723.87 	2935.67 	3251.57 	3548.61 	3827.37 	3506.54 	3510.72 	3543.15 	3501.66 	3475.13 	3484.65 	3396.82 	3478.57 	3738.66 	3789.01 	4027.78 	: 
A,MIO_NAC,L,FRF	: 	: 	: 	: 	: 	6975.73 	7231.18 	7516.7 	7960.01 	8974.16 	9496.43 	10608.51 	11574.67 	11635.31 	10634.35 	10815.42 	11035.38 	10705.43 	10601.86 	10577.55 	10364.15 	10685.23 	11364.7 	11710.05 	12251.44 	: 
A,MIO_NAC,L,FRF1	: 	: 	: 	: 	: 	2503.53 	2584.6 	2701.52 	2798.55 	3338.08 	3464.45 	3848.08 	4221.2 	4083.55 	3709.52 	3687.31 	3890.19 	3726.75 	3710.86 	3739.83 	3657.89 	3809.59 	4081.16 	4229.25 	4461.74 	: 
A,MIO_NAC,L,FRF2	: 	: 	: 	: 	: 	1574.46 	1631.89 	1697.48 	1818.22 	1996.17 	2125.19 	2373.58 	2593.57 	2562.95 	2336.79 	2536.75 	2515.5 	2471.36 	2477.21 	2445.21 	2383.92 	2430.2 	2582.88 	2659.53 	2797.47 	: 
A,MIO_NAC,L,FRF3	: 	: 	: 	: 	: 	2897.74 	3014.7 	3117.7 	3343.23 	3639.92 	3906.79 	4386.85 	4759.9 	4988.81 	4588.05 	4591.36 	4629.69 	4507.31 	4413.79 	4392.52 	4322.34 	4445.44 	4700.66 	4821.27 	4992.24 	: 
A,MIO_NAC,L,FRG	: 	: 	: 	: 	: 	4182.48 	4369.35 	4588.66 	5044.84 	5337.13 	5842.73 	6594.72 	7170.72 	8080.35 	7327.05 	7252.44 	7640.31 	7352.47 	7427.14 	7445.94 	7398.07 	7657.66 	8212.36 	8568.8 	9038.68 	: 
A,MIO_NAC,L,FRG0	: 	: 	: 	: 	: 	4182.48 	4369.35 	4588.66 	5044.84 	5337.13 	5842.73 	6594.72 	7170.72 	8080.35 	7327.05 	7252.44 	7640.31 	7352.47 	7427.14 	7445.94 	7398.07 	7657.66 	8212.36 	8568.8 	9038.68 	: 
A,MIO_NAC,L,FRH	: 	: 	: 	: 	: 	3902.67 	4034.22 	4305.88 	4501.83 	4899.48 	5343.38 	6038.71 	6549.16 	7663.82 	6973.58 	6669.5 	6912.41 	6753.32 	6739.02 	6764.65 	6678.48 	6888.01 	7490.63 	7788.33 	8170.84 	: 
A,MIO_NAC,L,FRH0	: 	: 	: 	: 	: 	3902.67 	4034.22 	4305.88 	4501.83 	4899.48 	5343.38 	6038.71 	6549.16 	7663.82 	6973.58 	6669.5 	6912.41 	6753.32 	6739.02 	6764.65 	6678.48 	6888.01 	7490.63 	7788.33 	8170.84 	: 
A,MIO_NAC,L,FRI	: 	: 	: 	: 	: 	7487.27 	7791.1 	8178.24 	8724.31 	9398.22 	10208.39 	11483.03 	12460.85 	13697.15 	12353.55 	11737.95 	12264.18 	11974.21 	12039.16 	12136.63 	12053.62 	12478.69 	13527.27 	14070.47 	14857.63 	: 
A,MIO_NAC,L,FRI1	: 	: 	: 	: 	: 	4381.73 	4562.55 	4797.26 	5054.24 	5521.27 	6019.68 	6778.65 	7341.79 	7932.1 	7164.01 	6974.43 	7274.69 	7088.23 	7149.79 	7201.22 	7188.03 	7473.5 	8161.61 	8496.63 	8974.02 	: 
A,MIO_NAC,L,FRI2	: 	: 	: 	: 	: 	966.81 	1005.21 	1047.77 	1120.49 	1182.26 	1275.56 	1432.19 	1554.78 	1756.59 	1550.69 	1364.48 	1417.8 	1403.65 	1424.82 	1442.58 	1435.21 	1458.31 	1565.01 	1621.82 	1700.14 	: 
A,MIO_NAC,L,FRI3	: 	: 	: 	: 	: 	2138.73 	2223.34 	2333.21 	2549.57 	2694.69 	2913.16 	3272.19 	3564.27 	4008.46 	3638.85 	3399.05 	3571.69 	3482.33 	3464.56 	3492.83 	3430.37 	3546.88 	3800.65 	3952.01 	4183.47 	: 
A,MIO_NAC,L,FRJ	: 	: 	: 	: 	: 	7322.25 	7629.77 	8007.34 	8632.88 	9291.31 	10135.41 	11409.46 	12464.62 	12791.78 	11611.72 	11358 	11898.46 	11638.22 	11538.54 	11620.27 	11453.55 	11937.2 	12870.3 	13481.34 	14185.13 	: 
A,MIO_NAC,L,FRJ1	: 	: 	: 	: 	: 	3731.04 	3884.11 	4085.73 	4421.78 	4645 	5039.51 	5675.46 	6193.12 	6309.67 	5784.12 	5710.23 	5872.96 	5800.85 	5702.83 	5752.15 	5649.79 	5898.09 	6362.38 	6641.36 	6970.47 	: 
A,MIO_NAC,L,FRJ2	: 	: 	: 	: 	: 	3591.2 	3745.67 	3921.6 	4211.1 	4646.3 	5095.9 	5734 	6271.5 	6482.11 	5827.59 	5647.78 	6025.5 	5837.37 	5835.7 	5868.12 	5803.76 	6039.11 	6507.92 	6839.98 	7214.66 	: 
A,MIO_NAC,L,FRK	: 	: 	: 	: 	: 	11296.57 	11750.34 	12276.38 	12851.43 	14460.78 	15675.19 	17574.09 	19186.09 	19302.15 	17642.99 	18158.61 	18887.87 	17997.91 	17951.18 	18192.06 	18042.01 	18558.74 	19995.15 	20893.22 	22136.73 	: 
A,MIO_NAC,L,FRK1	: 	: 	: 	: 	: 	1771.66 	1831.79 	1917.7 	2023.74 	2196.05 	2374.5 	2650.88 	2890.97 	3098.48 	2805.23 	2622.51 	3049.12 	2707.17 	2674.47 	2711.75 	2645.31 	2734.41 	2917.08 	3012.59 	3153.03 	: 
A,MIO_NAC,L,FRK2	: 	: 	: 	: 	: 	9524.91 	9918.55 	10358.69 	10827.69 	12264.73 	13300.69 	14923.21 	16295.13 	16203.67 	14837.77 	15536.1 	15838.75 	15290.75 	15276.72 	15480.32 	15396.7 	15824.32 	17078.07 	17880.63 	18983.69 	: 
A,MIO_NAC,L,FRL	: 	: 	: 	: 	: 	8654.04 	8955.52 	9348.92 	9857.9 	10556.27 	11434.5 	12772.16 	13935.94 	13273.4 	11994.56 	12252.8 	12403.62 	12171.95 	11973.08 	11972.41 	11853.52 	12329.26 	13155.24 	13670.44 	14470.87 	: 
A,MIO_NAC,L,FRL0	: 	: 	: 	: 	: 	8654.04 	8955.52 	9348.92 	9857.9 	10556.27 	11434.5 	12772.16 	13935.94 	13273.4 	11994.56 	12252.8 	12403.62 	12171.95 	11973.08 	11972.41 	11853.52 	12329.26 	13155.24 	13670.44 	14470.87 	: 
A,MIO_NAC,L,FRM	: 	: 	: 	: 	: 	393.99 	408.1 	427.64 	464.53 	485.16 	528.03 	598.29 	649.73 	570.47 	553.22 	555.16 	569.37 	540.53 	532.63 	539.88 	539.64 	571.3 	607.44 	650.65 	694.65 	: 
A,MIO_NAC,L,FRM0	: 	: 	: 	: 	: 	393.99 	408.1 	427.64 	464.53 	485.16 	528.03 	598.29 	649.73 	570.47 	553.22 	555.16 	569.37 	540.53 	532.63 	539.88 	539.64 	571.3 	607.44 	650.65 	694.65 	: 
A,MIO_NAC,L,FRY	: 	: 	: 	: 	: 	1014.22 	1118.74 	1116.71 	1286.67 	1286.95 	1595.19 	1844.04 	1968.51 	2129.83 	2081.18 	1676.89 	1925.38 	1969.84 	1766.15 	1540.85 	1645.44 	1692.65 	1883.67 	1767.42 	1835.01 	: 
A,MIO_NAC,L,FRY1	: 	: 	: 	: 	: 	79.77 	81.33 	82.3 	92.4 	92.47 	102.57 	104 	102.97 	106.95 	91.33 	111.23 	147.19 	104.62 	51.07 	94.65 	98.56 	135.99 	184.46 	137.15 	126.87 	: 
A,MIO_NAC,L,FRY2	: 	: 	: 	: 	: 	66.64 	73.46 	69.28 	74.39 	83.07 	95.44 	107.89 	107.48 	120.16 	82.37 	88.71 	119.12 	92.74 	38.53 	139.93 	76.51 	120.41 	106.17 	73.01 	95.82 	: 
A,MIO_NAC,L,FRY3	: 	: 	: 	: 	: 	87.46 	109.73 	107.45 	102.81 	98.61 	124.83 	140.85 	140.24 	145.54 	144.83 	153.21 	225.55 	178.09 	162.61 	174.77 	143.6 	146.43 	171.15 	164.61 	171.27 	: 
A,MIO_NAC,L,FRY4	: 	: 	: 	: 	: 	743.47 	811.64 	809.74 	962.07 	950.19 	1200.75 	1417.97 	1542.7 	1680.23 	1683.83 	1243 	1350.8 	1497.14 	1405.57 	1005.22 	1183.97 	1150.92 	1253.77 	1213.98 	1237.86 	: 
A,MIO_NAC,L,FRY5	: 	: 	: 	: 	: 	36.89 	42.59 	47.94 	55 	62.62 	71.6 	73.34 	75.13 	76.96 	78.83 	80.75 	82.71 	97.25 	108.38 	126.28 	142.8 	138.91 	168.11 	178.68 	203.18 	: 
A,MIO_NAC,L,FRZ	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,MIO_NAC,L,FRZZ	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,MIO_NAC,L,HR	: 	: 	: 	: 	: 	4866.57 	5617.39 	6116.97 	7549.57 	8106.34 	9974.64 	11529.31 	13370.76 	16424.92 	14452.14 	13310.04 	13561.57 	11729.45 	10812.15 	9129.89 	9268.11 	8613.15 	8013.53 	10376.71 	11812.83 	: 
A,MIO_NAC,L,HR0	: 	: 	: 	: 	: 	4866.57 	5617.39 	6116.97 	7549.57 	8106.34 	9974.64 	11529.31 	13370.76 	16424.92 	14452.14 	13310.04 	13561.57 	11729.45 	10812.15 	9129.89 	9268.11 	8613.15 	8013.53 	10376.71 	11812.83 	: 
A,MIO_NAC,L,HR02	: 	: 	: 	: 	: 	2016.33 	1942.98 	2470.55 	2564.23 	1951.21 	2184.94 	1843.41 	2446.93 	3111.93 	1894.36 	2413.84 	3425.78 	2199.3 	1795.32 	1083.06 	1015.5 	999.75 	896.35 	1305.94 	873.14 	: 
A,MIO_NAC,L,HR03	: 	: 	: 	: 	: 	1335.23 	1590.86 	1620.79 	2374.02 	2574.75 	3822.33 	4611.65 	4273.98 	6794.13 	5079.28 	5547.49 	5597.48 	4490.71 	5260.57 	4446.9 	4646.64 	4618.2 	4097.67 	5163.07 	5305.93 	: 
A,MIO_NAC,L,HR05	: 	: 	: 	: 	: 	1077.32 	1403.64 	1472.47 	2244.88 	3014.3 	2632.79 	4381.29 	4286.07 	4876.94 	4690.64 	3841.14 	3140.57 	3430.18 	2497.49 	2569.33 	2383.76 	1789.46 	1739.07 	2419.07 	4708.01 	: 
A,MIO_NAC,L,HR06	: 	: 	: 	: 	: 	437.69 	679.92 	553.17 	366.44 	566.07 	1334.58 	692.97 	2363.78 	1641.92 	2787.86 	1507.56 	1397.74 	1609.25 	1258.77 	1030.61 	1222.22 	1205.75 	1280.44 	1488.64 	925.75 	: 
A,MIO_NAC,L,HU	: 	: 	: 	: 	: 	510477 	658978 	890624 	1020252 	1154565 	1089207 	1000536 	1187546 	1367960 	1220212 	1005859 	751907 	681395 	705979 	819699 	925637 	991572 	1302000 	1682059 	1942021 	: 
A,MIO_NAC,L,HU1	: 	: 	: 	: 	: 	249987 	304049 	384095 	437102 	533614 	561781 	503408 	567270 	674717 	629221 	467116 	361467 	155548 	202303 	229580 	245203 	287410 	264063 	534296 	675830 	: 
A,MIO_NAC,L,HU11	: 	: 	: 	: 	: 	154497 	184670 	355304 	199666 	257671 	317267 	262488 	306316 	624143 	331512 	260163 	183760 	128877 	172350 	186622 	201101 	239868 	213931 	458784 	561506 	: 
A,MIO_NAC,L,HU12	: 	: 	: 	: 	: 	95490 	119379 	28791 	237436 	275943 	244514 	240920 	260954 	50574 	297709 	206953 	177707 	26671 	29953 	42958 	44102 	47542 	50132 	75512 	114324 	: 
A,MIO_NAC,L,HU2	: 	: 	: 	: 	: 	131411 	187649 	255098 	299471 	325337 	265159 	251673 	318660 	348457 	310134 	288297 	204049 	308289 	267244 	301801 	333546 	359520 	550963 	623680 	673257 	: 
A,MIO_NAC,L,HU21	: 	: 	: 	: 	: 	43380 	71535 	86878 	93038 	105584 	86759 	85747 	104831 	112320 	110919 	90238 	75557 	40202 	55604 	75716 	67945 	75713 	78093 	95218 	113926 	: 
A,MIO_NAC,L,HU22	: 	: 	: 	: 	: 	53795 	73172 	102202 	119279 	134621 	108844 	94893 	134790 	160121 	120091 	113509 	74573 	76558 	64046 	75044 	98033 	98935 	135713 	145235 	165379 	: 
A,MIO_NAC,L,HU23	: 	: 	: 	: 	: 	34236 	42942 	66018 	87154 	85132 	69556 	71033 	79039 	76016 	79124 	84550 	53919 	191529 	147594 	151041 	167568 	184872 	337157 	383227 	393952 	: 
A,MIO_NAC,L,HU3	: 	: 	: 	: 	: 	129079 	167280 	251431 	283679 	295614 	262267 	245455 	301616 	344786 	280857 	250446 	186391 	217558 	236432 	288318 	346888 	344642 	486974 	524083 	592934 	: 
A,MIO_NAC,L,HU31	: 	: 	: 	: 	: 	30839 	39252 	57339 	61521 	64022 	62461 	59120 	72547 	88781 	64047 	60508 	38824 	59943 	56552 	70320 	113951 	83447 	104081 	149735 	148145 	: 
A,MIO_NAC,L,HU32	: 	: 	: 	: 	: 	57303 	76700 	112200 	138217 	145310 	118505 	106029 	145738 	144252 	124111 	90040 	68543 	68788 	71237 	97979 	85601 	97122 	125749 	130266 	175261 	: 
A,MIO_NAC,L,HU33	: 	: 	: 	: 	: 	40937 	51328 	81892 	83941 	86282 	81301 	80306 	83331 	111753 	92699 	99898 	79024 	88827 	108643 	120019 	147336 	164073 	257144 	244082 	269528 	: 
A,MIO_NAC,L,HUZ	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,MIO_NAC,L,HUZZ	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,MIO_NAC,L,IE	: 	: 	: 	: 	: 	9031.35 	10424.87 	11634.7 	15130.08 	19288.95 	23822.12 	27110.63 	24206.35 	16245.11 	8197.84 	4994.4 	3195.77 	3480.13 	3559.82 	4621.71 	6043.59 	7302.9 	9676.52 	10340.92 	12536.11 	: 
A,MIO_NAC,L,IE0	: 	: 	: 	: 	: 	9031.35 	10424.87 	11634.7 	15130.08 	19288.95 	23822.12 	27110.63 	24206.35 	16245.11 	8197.84 	4994.4 	3195.77 	3480.13 	3559.82 	4621.71 	6043.59 	7302.9 	9676.52 	10340.92 	12536.11 	: 
A,MIO_NAC,L,IE04	: 	: 	: 	: 	: 	1235.34 	2709.98 	2798.07 	3626.59 	4180.25 	3805.72 	5396.21 	5131.08 	3326.63 	1639.6 	519.8 	332.6 	362.2 	370.49 	481.01 	628.99 	760.06 	1007.1 	1076.24 	1304.71 	: 
A,MIO_NAC,L,IE05	: 	: 	: 	: 	: 	3912.2 	4359.1 	5111.33 	6457.2 	8753.87 	11378.52 	13493.2 	10746.52 	7247.17 	3840.7 	2333.31 	1493.02 	1625.87 	1663.1 	2159.19 	2823.48 	3411.81 	4520.73 	4831.13 	5856.69 	: 
A,MIO_NAC,L,IE06	: 	: 	: 	: 	: 	3883.81 	3355.79 	3725.3 	5046.29 	6354.83 	8637.88 	8221.22 	8328.75 	5671.31 	2717.54 	2141.29 	1370.15 	1492.07 	1526.23 	1981.5 	2591.12 	3131.03 	4148.7 	4433.55 	5374.71 	: 
A,MIO_NAC,L,IT	55849.4 	57504.6 	58434.5 	59129.8 	61834.3 	66947.6 	69459.8 	74728.2 	78306.2 	83066.7 	92490.6 	99242.1 	103906.6 	104901.9 	96209.2 	98223.9 	95006.7 	89350.9 	84265.6 	78376.2 	75200 	76630.5 	79250.8 	81995 	83067.4 	: 
A,MIO_NAC,L,ITC	15521.4 	15859.2 	16086.2 	16221.1 	17026.7 	18634.7 	19042.8 	20778.6 	21468.7 	22847.4 	25061.4 	26349.6 	29115.1 	32608.9 	30545.8 	30601 	30266.5 	27857.2 	26501.4 	24348.5 	22673 	23840.8 	24557.8 	25165 	25907.4 	: 
A,MIO_NAC,L,ITC1	5143.8 	5155.8 	5430.8 	5570.4 	5737.4 	6202.7 	6320.4 	6778.6 	6817.5 	6994.4 	7258.3 	6996.8 	8080.8 	8055.7 	7265.5 	8226.7 	7864.2 	7170.3 	6675.1 	5975.5 	5544.9 	5593.1 	6133 	6113.1 	6230.6 	: 
A,MIO_NAC,L,ITC2	146.6 	152.3 	142.9 	140 	130.6 	142.3 	152.9 	177.4 	179.1 	187 	189.8 	217.6 	218.8 	320.1 	317.6 	387.5 	340.5 	362.1 	318.6 	315.5 	252 	263.2 	265.9 	259.1 	276.9 	: 
A,MIO_NAC,L,ITC3	965.9 	1037.7 	1078.2 	1088.2 	1144.4 	1254.8 	1351.2 	1498.5 	1517.8 	1575.3 	1680.2 	1848.7 	2133.9 	1941.2 	2111 	2186.7 	2407.9 	2221.5 	2236.6 	2092 	2087.6 	2267.1 	2280.8 	2239 	2381.8 	: 
A,MIO_NAC,L,ITC4	9265.2 	9513.4 	9434.3 	9422.6 	10014.3 	11034.9 	11218.3 	12324 	12954.2 	14090.7 	15933.1 	17286.5 	18681.6 	22291.9 	20851.7 	19800 	19653.8 	18103.3 	17271.1 	15965.5 	14788.6 	15717.4 	15878.1 	16553.8 	17018.1 	: 
A,MIO_NAC,L,ITF	11742.8 	11928.7 	12247.7 	12274.5 	12903 	13896.4 	14732.9 	15509.1 	15847.4 	16631.4 	17847.6 	19439.1 	20282.1 	18301.2 	16440.7 	17448.3 	16437.5 	15848.5 	14126 	12734.1 	12718.1 	13283.1 	13336.6 	13841.6 	14181.7 	: 
A,MIO_NAC,L,ITF1	1176.6 	1282.7 	1310.2 	1239 	1311.8 	1400.6 	1611 	1663 	1745.4 	1832.5 	1915.9 	1911.5 	2245.6 	2898.2 	2613.7 	2832.6 	2459.1 	2654.6 	2349.4 	2111.9 	1784 	1769.5 	1837.1 	1790.7 	1917.7 	: 
A,MIO_NAC,L,ITF2	268.4 	305.8 	284.3 	282.7 	311.4 	333.9 	337.4 	329.4 	359.2 	387.2 	490.1 	574.3 	576 	534.1 	436.9 	431.9 	456.6 	460 	426.3 	398.9 	387.5 	383 	379 	399.8 	394.7 	: 
A,MIO_NAC,L,ITF3	5117 	4967.2 	5143.4 	5182 	5532.4 	5973.2 	6589.7 	6902.6 	6804.4 	7170.8 	7475.1 	8381.3 	8427.9 	5719.2 	5185.9 	5754.6 	5459.2 	5120.5 	4438.8 	4050.2 	4359.6 	4944.9 	4941.7 	5195.8 	5481.2 	: 
A,MIO_NAC,L,ITF4	2486.1 	2564 	2677.6 	2740.3 	2901.6 	3122.8 	3110 	3386.1 	3563.8 	3804.5 	4296.6 	4592.3 	4616.5 	5142.1 	4820.2 	5250 	4939.5 	4600.8 	4092.7 	3657.5 	3647.8 	3751.8 	3787.5 	4030.4 	3994.8 	: 
A,MIO_NAC,L,ITF5	607.4 	663.4 	659.9 	645.6 	594.1 	665.6 	630.7 	647.5 	663.9 	679.5 	782.9 	945.4 	1042.6 	1131.9 	936.7 	914.9 	992.8 	914 	911.5 	813.2 	915.4 	901.3 	878.1 	877.7 	893.6 	: 
A,MIO_NAC,L,ITF6	2087.3 	2145.6 	2172.3 	2184.9 	2251.8 	2400.3 	2454.2 	2580.5 	2710.7 	2756.8 	2887 	3034.3 	3373.5 	2875.7 	2447.3 	2264.4 	2130.4 	2098.6 	1907.2 	1702.4 	1623.8 	1532.5 	1513.1 	1547.2 	1499.6 	: 
A,MIO_NAC,L,ITG	5430.9 	5831.4 	5835.8 	5590.2 	5604 	5926.7 	5809.7 	6482.4 	6898 	7342.2 	8232.9 	8840.6 	9345.5 	7753 	7688.8 	7360.4 	6637.5 	6561.6 	6037.9 	5841.3 	5688.7 	5432.9 	5663.4 	5858.3 	5808 	: 
A,MIO_NAC,L,ITG1	3898.3 	4168 	4203.1 	4052.7 	4088.1 	4312.4 	4217.9 	4658.4 	4918.9 	5098 	5732.7 	6206.9 	6564.6 	5128.9 	5309.6 	5221.9 	4735.2 	4375.7 	4038.2 	3860 	3875 	3783.2 	3973.4 	4124.7 	4063.4 	: 
A,MIO_NAC,L,ITG2	1532.6 	1663.4 	1632.7 	1537.5 	1515.9 	1614.2 	1591.8 	1824 	1979 	2244.2 	2500.1 	2633.7 	2780.9 	2624.1 	2379.3 	2138.6 	1902.3 	2185.8 	1999.7 	1981.3 	1813.7 	1649.6 	1690 	1733.5 	1744.6 	: 
A,MIO_NAC,L,ITH	13022.4 	13525.3 	13808.3 	14488 	15154.2 	16447.5 	17450.9 	19155.8 	20743 	21873.3 	24095.1 	25936.4 	25965.3 	26697 	23203.7 	23965.7 	22663.3 	21535.2 	20898.8 	19860.7 	19031.7 	18707 	19656.3 	20833.5 	21215.2 	: 
